Member_ID,YEAR,TotalTxn,TotalQty,TotalSpend,MaxSaleDate,Mode_ProductCategory
M001596,2024,8,24,1496.8,2024-12-28,Sandwich
M001596,2025,7,14,1634.71,2025-03-03,Sandwich
M001597,2022,3,9,253.05,2022-12-09,Pastry
M001597,2023,4,12,218.78,2023-12-18,Coffee
M001597,2024,1,1,132.1,2024-12-04,Pastry
M001597,2025,5,15,768.81,2025-03-25,Pastry
M001598,2022,3,9,860.52,2022-12-15,Coffee
M001598,2023,3,3,458.24,2023-12-19,Merchandise
M001598,2024,3,3,805.57,2024-12-01,Beverage
M001598,2025,5,5,798.92,2025-03-01,Coffee
M001599,2025,1,2,104.99,2025-03-12,Dessert
M001600,2022,20,20,3979.84,2022-12-21,Beverage
M001600,2023,11,33,680.27,2023-12-09,Coffee
M001600,2024,11,22,653.84,2024-12-26,Beverage
M001600,2025,11,33,2837.21,2025-03-15,Sandwich
M001601,2023,1,3,235.65,2023-12-01,Coffee
M001601,2024,4,12,450.42,2024-12-17,Sandwich
M001601,2025,3,6,477.6,2025-03-17,Merchandise
M001602,2021,8,16,1998.29,2021-12-14,Beverage
M001602,2022,10,10,2010.28,2022-12-06,Pastry
M001602,2023,6,12,1179.29,2023-12-04,Sandwich
M001602,2024,10,30,2488.88,2024-12-04,Sandwich
M001603,2024,5,10,918.42,2024-12-07,Beverage
M001603,2025,4,8,985.15,2025-03-02,Dessert
M001604,2022,5,5,1108.72,2022-12-02,Sandwich
M001604,2023,7,14,1554.13,2023-12-21,Beverage
M001604,2024,9,27,515.83,2024-12-06,Merchandise
M001604,2025,7,14,1745.8,2025-03-02,Dessert
M001605,2024,1,3,53.64,2024-12-18,Dessert
M001606,2025,5,5,1312.38,2025-03-28,Merchandise
M001607,2024,1,3,213.44,2024-12-23,Pastry
M001607,2025,2,4,563.54,2025-03-20,Sandwich
M001608,2023,19,19,2460.69,2023-12-13,Beverage
M001608,2024,11,22,2489.53,2024-12-05,Dessert
M001608,2025,15,45,3973.69,2025-03-28,Merchandise
M001609,2023,1,1,245.14,2023-12-08,Beverage
M001609,2024,2,2,504.69,2024-12-20,Pastry
M001609,2025,3,6,184.5,2025-03-18,Coffee
M001610,2023,7,7,1421.93,2023-12-18,Beverage
M001610,2024,10,30,1745.04,2024-12-04,Dessert
M001610,2025,10,20,2730.09,2025-03-25,Coffee
M001611,2023,20,20,3185.09,2023-12-11,Dessert
M001611,2024,14,14,3680.78,2024-12-25,Dessert
M001611,2025,10,10,1191.63,2025-03-02,Pastry
M001612,2024,7,21,1600.5,2024-12-01,Merchandise
M001612,2025,10,30,1741.25,2025-03-02,Beverage
M001613,2025,10,10,1675.78,2025-03-20,Coffee
M001614,2025,8,24,2355.05,2025-03-21,Sandwich
M001615,2024,6,6,694.21,2024-12-01,Pastry
M001615,2025,9,27,503.1,2025-03-28,Beverage
M001616,2023,7,7,2096.13,2023-12-01,Merchandise
M001616,2024,5,10,1401.42,2024-12-26,Coffee
M001616,2025,5,15,931.77,2025-03-11,Beverage
M001617,2025,35,35,9650.4,2025-03-17,Coffee
M001618,2024,6,12,761.19,2024-12-13,Pastry
M001618,2025,9,18,2214.13,2025-03-15,Pastry
M001619,2022,6,6,319.72,2022-12-23,Pastry
M001619,2023,7,7,909.31,2023-12-12,Coffee
M001619,2025,5,5,1251.22,2025-03-18,Dessert
M001620,2021,15,15,3448.33,2021-12-04,Pastry
M001620,2022,19,57,4235.23,2022-12-17,Merchandise
M001620,2023,18,18,2514.85,2023-12-03,Sandwich
M001620,2024,10,20,1145.73,2024-12-02,Sandwich
M001620,2025,15,15,1992.08,2025-03-19,Dessert
M001621,2021,6,6,1503.33,2021-12-05,Beverage
M001621,2022,9,9,2215.34,2022-12-13,Dessert
M001621,2023,9,18,1458.17,2023-12-17,Beverage
M001621,2024,6,6,1151.03,2024-12-05,Merchandise
M001621,2025,6,18,372.66,2025-03-02,Sandwich
M001622,2024,4,4,638.94,2024-12-05,Sandwich
M001622,2025,1,1,169.3,2025-03-20,Sandwich
M001623,2022,6,18,769.41,2022-12-27,Coffee
M001623,2023,8,16,1557.2,2023-12-28,Pastry
M001623,2024,6,12,824.92,2024-12-23,Pastry
M001624,2024,30,90,8767.89,2024-12-26,Sandwich
M001624,2025,33,99,7925.19,2025-03-12,Coffee
M001625,2022,5,10,1490.29,2022-12-10,Beverage
M001625,2023,1,3,161.94,2023-12-18,Dessert
M001625,2024,4,4,439.85,2024-12-22,Coffee
M001625,2025,2,2,220.34,2025-03-08,Merchandise
M001626,2023,10,10,759.11,2023-12-19,Beverage
M001626,2024,5,15,1157.85,2024-12-22,Pastry
M001626,2025,7,7,392.44,2025-03-10,Pastry
M001627,2022,5,10,1411.1,2022-12-14,Dessert
M001627,2023,1,2,213.08,2023-12-13,Coffee
M001627,2024,4,8,676.63,2024-12-17,Dessert
M001627,2025,4,4,613.33,2025-03-01,Sandwich
M001628,2021,8,8,1459.83,2021-12-27,Dessert
M001628,2022,6,6,584.86,2022-12-28,Coffee
M001628,2023,5,5,1010.88,2023-12-19,Dessert
M001629,2024,5,15,1402.74,2024-12-05,Coffee
M001630,2024,10,20,2598.74,2024-12-13,Beverage
M001630,2025,10,10,1763.72,2025-03-21,Coffee
M001631,2024,18,54,2642.43,2024-12-01,Beverage
M001631,2025,16,48,3523.73,2025-03-17,Coffee
M001632,2025,6,12,1181.99,2025-03-10,Merchandise
M001633,2023,7,7,1302.52,2023-12-09,Beverage
M001633,2024,5,10,932.41,2024-12-03,Merchandise
M001633,2025,6,6,1246.94,2025-03-04,Merchandise
M001634,2021,17,51,2732.18,2021-12-07,Coffee
M001634,2022,13,26,2465.99,2022-12-01,Dessert
M001634,2023,15,45,1719.29,2023-12-17,Beverage
M001634,2024,10,20,2743.45,2024-12-18,Pastry
M001635,2021,37,74,10340.92,2021-12-15,Merchandise
M001635,2022,32,32,3062.38,2022-12-07,Coffee
M001635,2023,36,108,2065.97,2023-12-23,Beverage
M001635,2024,33,66,2112.93,2024-12-21,Dessert
M001635,2025,35,105,7732.83,2025-03-08,Merchandise
M001636,2024,2,4,362.02,2024-12-21,Sandwich
M001636,2025,2,4,153.46,2025-03-14,Merchandise
M001637,2022,9,27,1567.11,2022-12-10,Coffee
M001637,2023,7,14,1295.9,2023-12-21,Coffee
M001637,2024,10,20,1000.72,2024-12-03,Sandwich
M001637,2025,5,10,1085.82,2025-03-13,Pastry
M001638,2023,5,15,594.43,2023-12-24,Sandwich
M001638,2024,1,2,294.01,2024-12-06,Beverage
M001638,2025,1,2,212.32,2025-03-20,Beverage
M001639,2025,24,24,4367.26,2025-03-27,Coffee
M001640,2021,34,102,4031.05,2021-12-13,Sandwich
M001640,2022,44,44,5852.58,2022-12-15,Sandwich
M001640,2023,32,32,2534.75,2023-12-20,Merchandise
M001640,2024,41,82,10685.62,2024-12-11,Merchandise
M001641,2022,7,7,810.36,2022-12-18,Beverage
M001641,2023,6,18,567.98,2023-12-20,Coffee
M001641,2024,6,6,1774.01,2024-12-14,Beverage
M001641,2025,5,10,1082.76,2025-03-04,Sandwich
M001642,2021,14,14,1496.83,2021-12-06,Beverage
M001642,2022,13,39,1973.25,2022-12-18,Dessert
M001642,2023,13,39,1088.62,2023-12-07,Dessert
M001642,2024,19,57,2803.82,2024-12-05,Sandwich
M001642,2025,14,28,2972.14,2025-03-24,Beverage
M001643,2024,8,16,2365.91,2024-12-02,Pastry
M001643,2025,7,14,820.2,2025-03-18,Coffee
M001644,2022,7,7,1208.57,2022-12-03,Merchandise
M001644,2023,9,9,1373.44,2023-12-16,Pastry
M001644,2024,5,15,748.49,2024-12-02,Merchandise
M001645,2025,3,6,627.52,2025-03-02,Dessert
M001646,2024,11,22,2213.39,2024-12-02,Dessert
M001646,2025,11,11,679.13,2025-03-04,Beverage
M001647,2023,5,10,636.13,2023-12-10,Merchandise
M001647,2024,1,1,168.64,2024-12-17,Sandwich
M001647,2025,2,6,467.6,2025-03-16,Merchandise
M001648,2021,20,60,1781.35,2021-12-27,Coffee
M001648,2022,15,15,3830.04,2022-12-05,Sandwich
M001648,2023,18,54,3179.01,2023-12-15,Merchandise
M001648,2024,13,13,2271.99,2024-12-07,Pastry
M001649,2022,16,48,4346.52,2022-12-02,Merchandise
M001649,2023,20,60,4393.78,2023-12-13,Coffee
M001649,2024,17,17,1756.95,2024-12-09,Coffee
M001649,2025,15,15,4314.27,2025-03-14,Sandwich
M001650,2021,17,34,4709.66,2021-12-09,Pastry
M001650,2022,19,57,2406.38,2022-12-22,Beverage
M001650,2023,16,48,3543.26,2023-12-12,Coffee
M001650,2024,13,26,2272.03,2024-12-16,Merchandise
M001650,2025,11,11,3288.91,2025-03-01,Pastry
M001651,2024,5,10,490.31,2024-12-27,Dessert
M001651,2025,4,8,559.15,2025-03-21,Dessert
M001652,2024,7,21,1980.99,2024-12-06,Coffee
M001652,2025,5,15,680.33,2025-03-11,Pastry
M001653,2021,5,15,1230.68,2021-12-06,Pastry
M001653,2023,3,9,323.24,2023-12-22,Pastry
M001653,2024,2,6,579.78,2024-12-15,Merchandise
M001653,2025,3,3,320.93,2025-03-23,Pastry
M001654,2025,7,14,1538.43,2025-03-17,Beverage
M001655,2025,4,12,843.55,2025-03-10,Merchandise
M001656,2023,47,94,13431.33,2023-12-05,Sandwich
M001656,2024,44,88,10113.09,2024-12-20,Beverage
M001656,2025,47,141,11814.28,2025-03-07,Merchandise
M001657,2021,5,15,1243.86,2021-12-14,Beverage
M001657,2022,10,10,554.46,2022-12-20,Dessert
M001657,2023,7,14,2072.51,2023-12-20,Dessert
M001658,2024,6,18,489.97,2024-12-12,Dessert
M001658,2025,9,18,2631.62,2025-03-02,Pastry
M001659,2023,9,9,453.97,2023-12-21,Sandwich
M001659,2024,9,27,649.34,2024-12-25,Dessert
M001659,2025,6,12,1317.82,2025-03-12,Beverage
M001660,2022,5,15,434.23,2022-12-25,Pastry
M001660,2023,7,14,447.78,2023-12-28,Beverage
M001660,2024,9,9,1382.41,2024-12-21,Pastry
M001661,2024,9,27,1108.03,2024-12-11,Beverage
M001661,2025,10,20,2642.21,2025-03-20,Coffee
M001662,2025,6,18,1392.35,2025-03-04,Pastry
M001663,2021,22,66,1654.15,2021-12-03,Pastry
M001663,2022,40,40,2946.61,2022-12-22,Dessert
M001663,2024,37,111,7248.52,2024-12-25,Beverage
M001663,2025,34,34,5844.54,2025-03-12,Coffee
M001664,2023,9,18,2580.75,2023-12-24,Coffee
M001664,2024,6,12,1303.1,2024-12-06,Beverage
M001664,2025,7,21,1499.35,2025-03-25,Pastry
M001665,2024,30,60,2646.92,2024-12-25,Beverage
M001665,2025,21,42,4928.23,2025-03-02,Beverage
M001666,2022,20,20,3204.65,2022-12-17,Beverage
M001666,2023,15,15,3376.38,2023-12-21,Pastry
M001666,2024,19,38,4920.06,2024-12-07,Beverage
M001666,2025,11,33,1376.49,2025-03-09,Sandwich
M001667,2023,5,15,1092.04,2023-12-17,Sandwich
M001667,2024,5,5,909.13,2024-12-13,Pastry
M001667,2025,1,1,154.85,2025-03-12,Coffee
M001668,2021,43,129,5521.82,2021-12-16,Sandwich
M001668,2022,45,135,11600.71,2022-12-16,Coffee
M001668,2023,30,90,3179.11,2023-12-07,Coffee
M001668,2024,34,102,9696.63,2024-12-08,Coffee
M001668,2025,26,78,3241.94,2025-03-16,Sandwich
M001669,2023,1,3,257.96,2023-12-24,Coffee
M001669,2024,4,8,830.45,2024-12-05,Coffee
M001669,2025,1,1,92.88,2025-03-17,Beverage
M001670,2023,19,57,2644.69,2023-12-27,Dessert
M001670,2024,17,17,4115.91,2024-12-12,Coffee
M001670,2025,15,15,2672.76,2025-03-21,Coffee
M001671,2025,8,8,591.11,2025-03-23,Coffee
M001672,2022,13,26,3362.73,2022-12-13,Dessert
M001672,2023,18,36,3751.64,2023-12-27,Merchandise
M001672,2024,17,34,3720.97,2024-12-26,Beverage
M001672,2025,12,24,3332.48,2025-03-22,Dessert
M001673,2023,13,13,899.31,2023-12-12,Pastry
M001673,2024,13,39,2249.0,2024-12-28,Merchandise
M001674,2024,11,22,2918.07,2024-12-10,Sandwich
M001674,2025,14,14,2778.0,2025-03-19,Beverage
M001675,2021,15,45,2905.08,2021-12-25,Merchandise
M001675,2022,20,40,4345.66,2022-12-18,Sandwich
M001675,2024,12,24,1940.27,2024-12-22,Coffee
M001675,2025,17,17,3679.5,2025-03-14,Dessert
M001676,2024,10,20,646.98,2024-12-22,Coffee
M001676,2025,6,12,433.01,2025-03-04,Coffee
M001677,2023,1,3,182.81,2023-12-15,Pastry
M001677,2024,4,8,779.05,2024-12-09,Sandwich
M001677,2025,3,6,472.23,2025-03-03,Dessert
M001678,2022,8,24,1318.24,2022-12-13,Coffee
M001678,2023,10,20,636.48,2023-12-09,Pastry
M001678,2024,5,5,251.26,2024-12-06,Beverage
M001678,2025,7,14,1012.36,2025-03-10,Beverage
M001679,2025,4,8,946.05,2025-03-07,Merchandise
M001680,2021,10,20,1699.24,2021-12-10,Coffee
M001680,2022,7,7,1108.14,2022-12-11,Dessert
M001680,2024,6,6,381.77,2024-12-26,Sandwich
M001680,2025,8,24,771.64,2025-03-10,Merchandise
M001681,2021,5,10,1297.32,2021-12-27,Beverage
M001681,2022,7,7,1837.09,2022-12-15,Pastry
M001681,2023,5,10,504.8,2023-12-28,Sandwich
M001681,2025,10,30,675.75,2025-03-27,Beverage
M001682,2023,26,26,7374.6,2023-12-26,Merchandise
M001682,2024,31,31,5262.27,2024-12-28,Coffee
M001682,2025,23,46,4622.43,2025-03-08,Beverage
M001683,2022,8,8,1063.32,2022-12-02,Sandwich
M001683,2023,8,24,2079.71,2023-12-21,Merchandise
M001683,2024,9,18,1968.15,2024-12-04,Dessert
M001683,2025,7,14,1125.54,2025-03-19,Dessert
M001684,2023,10,30,1652.96,2023-12-20,Beverage
M001684,2024,12,12,2415.26,2024-12-17,Pastry
M001685,2024,5,10,1140.19,2024-12-15,Dessert
M001685,2025,5,5,569.96,2025-03-07,Beverage
M001686,2021,16,48,3763.25,2021-12-18,Merchandise
M001686,2022,12,24,3559.54,2022-12-17,Pastry
M001686,2023,13,13,3486.3,2023-12-02,Dessert
M001686,2024,11,22,1257.69,2024-12-27,Sandwich
M001686,2025,15,15,1183.73,2025-03-07,Pastry
M001687,2025,47,47,10890.17,2025-03-03,Coffee
M001688,2023,8,16,1929.44,2023-12-17,Coffee
M001688,2024,9,9,2489.16,2024-12-06,Sandwich
M001688,2025,8,16,2276.4,2025-03-21,Coffee
M001689,2025,8,8,1240.28,2025-03-11,Coffee
M001690,2025,20,60,1838.35,2025-03-26,Pastry
M001691,2023,3,9,456.23,2023-12-08,Beverage
M001691,2024,1,1,79.54,2024-12-21,Dessert
M001691,2025,1,3,110.33,2025-03-26,Dessert
M001692,2023,5,10,1378.38,2023-12-20,Coffee
M001692,2024,10,20,1203.56,2024-12-09,Coffee
M001692,2025,10,30,662.28,2025-03-04,Dessert
M001693,2023,9,18,2492.52,2023-12-16,Dessert
M001693,2024,5,15,1032.47,2024-12-03,Dessert
M001693,2025,6,12,1484.41,2025-03-18,Dessert
M001694,2025,5,15,1304.86,2025-03-14,Merchandise
M001696,2021,1,2,127.08,2021-12-03,Beverage
M001696,2022,4,12,588.74,2022-12-04,Beverage
M001696,2023,2,6,239.15,2023-12-01,Beverage
M001696,2024,4,4,757.12,2024-12-01,Sandwich
M001696,2025,3,9,265.18,2025-03-22,Coffee
M001697,2023,4,8,911.69,2023-12-19,Merchandise
M001697,2024,4,4,484.87,2024-12-01,Coffee
M001697,2025,2,2,282.75,2025-03-24,Dessert
M001698,2024,1,2,136.89,2024-12-18,Dessert
M001698,2025,2,6,255.06,2025-03-10,Merchandise
M001699,2023,33,66,6973.46,2023-12-04,Dessert
M001699,2024,50,100,13298.06,2024-12-07,Pastry
M001699,2025,22,66,4249.24,2025-03-03,Coffee
M001700,2025,8,8,824.5,2025-03-20,Pastry
M001701,2025,34,68,7627.55,2025-03-16,Coffee
M001702,2024,9,18,2363.25,2024-12-06,Beverage
M001702,2025,6,18,1288.08,2025-03-12,Merchandise
M001703,2022,6,18,717.39,2022-12-18,Pastry
M001703,2024,10,20,1693.22,2024-12-20,Sandwich
M001703,2025,10,20,2675.24,2025-03-04,Pastry
M001704,2025,7,14,1760.47,2025-03-08,Pastry
M001705,2025,6,12,842.42,2025-03-17,Pastry
M001706,2025,2,2,331.42,2025-03-06,Sandwich
M001707,2021,10,10,868.02,2021-12-08,Sandwich
M001707,2022,5,15,505.65,2022-12-12,Merchandise
M001707,2023,9,18,1183.27,2023-12-14,Pastry
M001707,2024,8,8,2172.96,2024-12-12,Coffee
M001708,2023,3,6,690.32,2023-12-02,Sandwich
M001708,2024,2,6,546.16,2024-12-02,Beverage
M001708,2025,5,5,899.24,2025-03-06,Sandwich
M001709,2025,9,18,2134.12,2025-03-19,Pastry
M001710,2021,10,20,558.25,2021-12-14,Pastry
M001710,2022,7,21,2015.56,2022-12-24,Pastry
M001710,2023,9,9,1276.18,2023-12-18,Pastry
M001710,2024,6,12,515.41,2024-12-07,Merchandise
M001710,2025,8,16,1146.55,2025-03-01,Coffee
M001711,2024,2,2,417.96,2024-12-15,Merchandise
M001712,2021,1,2,284.3,2021-12-15,Beverage
M001712,2022,4,12,744.82,2022-12-23,Merchandise
M001712,2023,4,4,436.37,2023-12-15,Dessert
M001712,2024,4,4,725.01,2024-12-28,Merchandise
M001712,2025,3,3,529.41,2025-03-18,Dessert
M001713,2021,11,11,2487.25,2021-12-21,Pastry
M001713,2022,19,38,4755.0,2022-12-11,Beverage
M001713,2023,15,15,3598.0,2023-12-16,Beverage
M001713,2024,14,28,1098.2,2024-12-21,Sandwich
M001713,2025,12,12,1059.58,2025-03-18,Merchandise
M001714,2023,7,14,1804.46,2023-12-22,Sandwich
M001714,2024,6,18,1148.67,2024-12-24,Beverage
M001715,2025,5,15,1352.98,2025-03-13,Coffee
M001716,2024,33,99,6539.13,2024-12-21,Pastry
M001716,2025,28,56,1919.67,2025-03-13,Merchandise
M001717,2023,2,6,460.22,2023-12-20,Pastry
M001717,2024,5,15,1499.91,2024-12-13,Coffee
M001717,2025,2,4,353.42,2025-03-23,Beverage
M001718,2025,5,5,556.83,2025-03-21,Pastry
M001719,2021,31,62,6188.35,2021-12-21,Merchandise
M001719,2022,49,49,6320.74,2022-12-02,Merchandise
M001719,2023,39,78,2664.85,2023-12-07,Sandwich
M001719,2025,41,41,8992.95,2025-03-18,Dessert
M001720,2021,5,10,1203.16,2021-12-17,Coffee
M001720,2023,3,9,708.41,2023-12-07,Merchandise
M001720,2024,2,4,355.67,2024-12-17,Merchandise
M001720,2025,5,15,881.99,2025-03-09,Sandwich
M001721,2025,4,4,979.57,2025-03-27,Pastry
M001722,2022,4,8,1053.68,2022-12-07,Dessert
M001722,2023,2,2,457.55,2023-12-03,Merchandise
M001722,2024,1,2,108.23,2024-12-10,Merchandise
M001722,2025,5,10,962.49,2025-03-16,Sandwich
M001723,2022,8,24,1831.94,2022-12-09,Pastry
M001723,2023,5,15,1199.05,2023-12-02,Coffee
M001723,2024,10,20,1198.18,2024-12-06,Dessert
M001724,2021,1,1,89.87,2021-12-13,Sandwich
M001724,2022,4,8,587.65,2022-12-07,Coffee
M001725,2023,6,6,1040.9,2023-12-11,Dessert
M001725,2024,5,5,916.33,2024-12-20,Pastry
M001726,2022,1,2,136.02,2022-12-28,Beverage
M001726,2023,4,4,753.23,2023-12-19,Coffee
M001726,2025,1,2,200.49,2025-03-27,Pastry
M001727,2025,5,5,746.2,2025-03-21,Pastry
M001728,2024,37,111,2016.54,2024-12-07,Merchandise
M001728,2025,21,21,1206.97,2025-03-19,Merchandise
M001729,2025,11,33,1407.27,2025-03-03,Sandwich
M001730,2024,8,8,2130.61,2024-12-08,Beverage
M001731,2025,8,8,472.65,2025-03-24,Sandwich
M001732,2024,10,30,1928.52,2024-12-18,Coffee
M001732,2025,6,18,1327.8,2025-03-12,Pastry
M001733,2024,6,12,340.83,2024-12-13,Merchandise
M001733,2025,6,12,1761.2,2025-03-02,Sandwich
M001734,2024,9,18,1300.2,2024-12-04,Beverage
M001734,2025,7,21,480.58,2025-03-24,Sandwich
M001735,2022,2,6,162.79,2022-12-19,Beverage
M001735,2023,1,3,258.73,2023-12-27,Pastry
M001735,2024,1,2,127.35,2024-12-21,Pastry
M001735,2025,4,8,537.43,2025-03-08,Dessert
M001736,2025,18,36,3062.32,2025-03-07,Pastry
M001737,2024,9,18,2415.58,2024-12-01,Merchandise
M001738,2025,4,4,881.66,2025-03-16,Sandwich
M001739,2025,6,18,481.92,2025-03-13,Sandwich
M001741,2023,15,30,2665.77,2023-12-22,Merchandise
M001741,2024,14,28,3711.22,2024-12-10,Merchandise
M001741,2025,11,33,3065.86,2025-03-01,Pastry
M001742,2025,10,10,1438.26,2025-03-12,Coffee
M001743,2025,18,54,931.35,2025-03-24,Coffee
M001744,2025,1,2,241.41,2025-03-02,Beverage
M001745,2023,5,15,972.96,2023-12-06,Beverage
M001745,2024,8,16,1668.0,2024-12-26,Coffee
M001745,2025,5,10,1059.38,2025-03-22,Pastry
M001746,2021,9,27,2578.31,2021-12-07,Merchandise
M001746,2022,8,16,1249.95,2022-12-24,Merchandise
M001746,2023,10,20,2461.46,2023-12-06,Coffee
M001746,2024,9,18,630.75,2024-12-01,Pastry
M001746,2025,10,20,1068.71,2025-03-16,Beverage
M001747,2023,1,2,122.87,2023-12-05,Merchandise
M001747,2024,4,4,886.23,2024-12-19,Beverage
M001747,2025,3,3,198.32,2025-03-10,Sandwich
M001748,2023,3,3,867.89,2023-12-02,Coffee
M001748,2024,5,5,1475.08,2024-12-24,Dessert
M001748,2025,4,4,1173.88,2025-03-14,Sandwich
M001749,2021,17,51,1440.74,2021-12-09,Pastry
M001749,2022,11,11,3173.32,2022-12-20,Coffee
M001749,2023,12,24,1570.2,2023-12-21,Dessert
M001749,2025,17,17,1491.19,2025-03-07,Beverage
M001750,2023,4,4,367.41,2023-12-12,Pastry
M001750,2024,2,6,429.21,2024-12-07,Sandwich
M001750,2025,4,8,386.48,2025-03-06,Dessert
M001751,2022,5,10,712.47,2022-12-22,Coffee
M001751,2024,9,9,1239.74,2024-12-18,Sandwich
M001751,2025,9,9,1452.63,2025-03-20,Pastry
M001752,2022,5,15,757.63,2022-12-21,Coffee
M001752,2024,5,5,1251.69,2024-12-14,Merchandise
M001752,2025,3,6,864.17,2025-03-05,Coffee
M001753,2024,4,8,586.46,2024-12-24,Beverage
M001753,2025,4,8,459.71,2025-03-18,Sandwich
M001754,2023,3,3,566.31,2023-12-12,Coffee
M001754,2024,1,3,266.73,2024-12-10,Pastry
M001754,2025,5,15,955.98,2025-03-12,Beverage
M001755,2022,48,144,9347.42,2022-12-06,Dessert
M001755,2023,20,20,3604.84,2023-12-21,Sandwich
M001755,2024,23,46,2520.9,2024-12-22,Pastry
M001755,2025,30,30,1584.05,2025-03-06,Merchandise
M001756,2021,18,36,2418.06,2021-12-19,Coffee
M001756,2022,11,33,2727.05,2022-12-17,Coffee
M001756,2023,12,36,3168.75,2023-12-26,Dessert
M001756,2024,10,20,986.9,2024-12-14,Beverage
M001756,2025,20,60,2124.9,2025-03-02,Pastry
M001757,2022,36,72,1967.05,2022-12-24,Beverage
M001757,2023,34,68,6736.0,2023-12-23,Merchandise
M001757,2024,38,114,3068.68,2024-12-01,Sandwich
M001758,2024,8,8,1603.75,2024-12-16,Sandwich
M001758,2025,7,14,1988.36,2025-03-09,Coffee
M001759,2023,5,5,1362.03,2023-12-08,Dessert
M001759,2024,4,8,407.26,2024-12-21,Sandwich
M001759,2025,3,9,750.74,2025-03-14,Beverage
M001760,2024,7,21,1950.72,2024-12-20,Pastry
M001760,2025,6,18,913.41,2025-03-06,Merchandise
M001761,2025,6,12,1721.66,2025-03-16,Coffee
M001762,2021,20,60,1394.23,2021-12-22,Coffee
M001762,2022,16,32,3532.95,2022-12-04,Sandwich
M001762,2025,20,20,1751.57,2025-03-19,Dessert
M001763,2025,5,5,1051.18,2025-03-24,Beverage
M001764,2023,5,15,379.09,2023-12-26,Coffee
M001764,2024,7,7,1864.97,2024-12-14,Merchandise
M001764,2025,7,21,1507.77,2025-03-15,Pastry
M001765,2024,1,1,292.5,2024-12-17,Sandwich
M001765,2025,1,1,136.11,2025-03-22,Beverage
M001766,2022,8,24,1523.08,2022-12-14,Coffee
M001766,2024,8,8,450.34,2024-12-07,Sandwich
M001766,2025,8,8,1865.97,2025-03-10,Coffee
M001767,2025,15,30,3725.63,2025-03-14,Sandwich
M001768,2021,6,6,1277.86,2021-12-25,Beverage
M001768,2022,7,21,658.22,2022-12-13,Pastry
M001768,2023,10,10,534.49,2023-12-28,Merchandise
M001768,2024,9,18,953.08,2024-12-07,Coffee
M001769,2023,9,27,2689.66,2023-12-04,Beverage
M001769,2024,8,8,1438.16,2024-12-02,Merchandise
M001769,2025,7,7,1239.45,2025-03-20,Coffee
M001770,2023,10,10,1203.25,2023-12-13,Merchandise
M001770,2024,9,9,1422.52,2024-12-15,Pastry
M001770,2025,8,8,2255.01,2025-03-26,Dessert
M001771,2023,8,8,556.38,2023-12-19,Pastry
M001771,2024,9,9,877.47,2024-12-05,Pastry
M001771,2025,6,18,1416.64,2025-03-01,Sandwich
M001772,2024,20,20,1016.43,2024-12-21,Dessert
M001772,2025,13,26,2494.98,2025-03-21,Coffee
M001773,2021,17,34,1934.05,2021-12-06,Merchandise
M001773,2022,18,54,5282.43,2022-12-18,Coffee
M001773,2023,13,39,2193.96,2023-12-05,Merchandise
M001773,2025,18,18,3412.2,2025-03-12,Sandwich
M001774,2025,41,123,3950.38,2025-03-23,Dessert
M001775,2025,10,10,720.93,2025-03-13,Beverage
M001776,2022,5,15,548.15,2022-12-17,Sandwich
M001776,2024,8,16,426.68,2024-12-17,Beverage
M001776,2025,5,10,449.83,2025-03-23,Merchandise
M001777,2021,9,9,458.55,2021-12-23,Coffee
M001777,2022,5,10,850.97,2022-12-03,Pastry
M001777,2023,10,10,1610.57,2023-12-21,Pastry
M001777,2024,9,18,2487.84,2024-12-19,Pastry
M001777,2025,5,15,1365.95,2025-03-26,Pastry
M001778,2024,10,30,741.01,2024-12-14,Dessert
M001778,2025,9,18,1001.44,2025-03-25,Beverage
M001779,2022,2,2,573.21,2022-12-25,Pastry
M001779,2023,3,9,460.74,2023-12-28,Merchandise
M001779,2025,2,2,596.7,2025-03-27,Merchandise
M001780,2024,18,18,1190.33,2024-12-19,Sandwich
M001780,2025,10,10,1192.38,2025-03-03,Pastry
M001781,2022,1,2,123.71,2022-12-04,Pastry
M001781,2024,2,4,374.25,2024-12-10,Dessert
M001781,2025,2,2,508.14,2025-03-18,Merchandise
M001782,2022,33,99,2229.35,2022-12-08,Pastry
M001782,2023,34,68,1915.34,2023-12-14,Pastry
M001782,2024,40,120,5318.25,2024-12-03,Merchandise
M001782,2025,37,111,9803.26,2025-03-02,Beverage
M001783,2022,8,16,548.91,2022-12-14,Dessert
M001783,2023,10,10,2895.11,2023-12-14,Beverage
M001783,2024,6,18,669.89,2024-12-24,Sandwich
M001783,2025,5,15,590.45,2025-03-08,Sandwich
M001784,2021,8,24,1391.93,2021-12-17,Sandwich
M001784,2022,10,30,1191.44,2022-12-11,Dessert
M001784,2023,5,15,1466.2,2023-12-26,Dessert
M001784,2024,6,12,737.46,2024-12-18,Dessert
M001784,2025,6,18,1630.03,2025-03-13,Coffee
M001785,2021,7,14,917.69,2021-12-06,Sandwich
M001785,2022,8,16,1680.86,2022-12-05,Coffee
M001785,2023,9,9,1840.16,2023-12-26,Dessert
M001785,2024,5,10,1198.78,2024-12-24,Coffee
M001785,2025,8,24,1222.07,2025-03-25,Pastry
